video_id,titulo,descricao,canal,publicado_em,categoria_id,idioma_video,tags,duracao_iso,views,likes,comentarios,termo_busca,idioma_termo,ano,duracao_seg
Gratidão,"beijos no coração e até o próximo vídeo.""",Deise Andrade,2023-01-22T18:59:52Z,,pt-PT,Tônico de alho|Tônico para crescimento capilar|Tônico de alho gota dourada|Tônico de alho da gota dourada funciona ?|Tônico capilar anti queda|Cabelos saudáveis|Projeto Rapunzel|Produto para crescimento capilar|Tônico de alho|Tônico para crescimento capilar|Tônico de alho gota dourada|Tônico de alho da gota dourada funciona ?|Tônico capilar anti queda|Cabelos saudáveis|Projeto Rapunzel|Produto para crescimento capilar,PT9S,1036015,11973.0,613,cuidados masculinos rotina,pt,,,
